Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Instagram_username,Political_party
Karla Bigham,karlabigham,2009-04-18T00:00:00Z,32962571,female,United States of America,,Democratic Party
Karla Bigham,karlabigham,2009-04-18T00:00:00Z,32962571,female,United States of America,,Minnesota Democratic–Farmer–Labor Party
Karyn Polito,MassLtGov,2011-02-16T00:00:00Z,253193437,female,United States of America,massltgov,Republican Party
Kate Brown,oregongovbrown,2015-02-16T00:00:00Z,3023272478,female,Spain,oregongovbrown,Democratic Party
Kate Hogan,repkatehogan,,,female,United States of America,,Democratic Party
Katherine A. Klausmeier,Sen_Klausmeier,2017-02-12T00:00:00Z,830828492329775104,female,United States of America,,Democratic Party
Katherine Clark,RepKClark,2014-01-15T00:00:00Z,2293131060,female,United States of America,repkclark,Democratic Party
Katherine Zappone,senatorkzappone,2010-10-30T00:00:00Z,210017087,female,United States of America,,
Kathleen Kane,KathleenGKane,,,female,United States of America,,Democratic Party
Kathleen McGinty,mcgintycampaign,,,female,United States of America,katiemcgintyforpa,Democratic Party
Kathleen Merrigan,katmerrigan,2010-01-11T00:00:00Z,104007730,female,United States of America,,Democratic Party
Kathleen Rice,RepKathleenRice,2015-01-09T00:00:00Z,2970462034,female,United States of America,,Democratic Party
Kathleen Sebelius,sebelius,2014-06-09T00:00:00Z,2556859698,female,United States of America,,Democratic Party
Kathleen Vinehout,VinehoutK,2012-02-21T00:00:00Z,499262656,female,United States of America,,Democratic Party
Kathleen Williams,WilliamsForMT,2011-03-09T00:00:00Z,263345878,female,United States of America,,Democratic Party
Kathy Byron,kathybyron,2012-09-14T00:00:00Z,823611157,female,United States of America,,Republican Party
Kathy Castor,USRepKCastor,2013-09-18T00:00:00Z,1880674038,female,United States of America,,Democratic Party
Kathy Hochul,kathyhochul,2010-03-31T00:00:00Z,128290790,female,United States of America,ltgovhochulny,Democratic Party
Kathy Hochul,kathyhochul,,,female,United States of America,ltgovhochulny,Democratic Party
Kathy Hochul,LtGovHochulNY,2010-03-31T00:00:00Z,128290790,female,United States of America,ltgovhochulny,Democratic Party
Kathy Hochul,LtGovHochulNY,,,female,United States of America,ltgovhochulny,Democratic Party
Kathy Sheehan,Sheehan4Albany,2019-02-20T00:00:00Z,1098293927197720576,female,United States of America,,Democratic Party
Kathy Shelton,KathyShelton_,2016-10-07T00:00:00Z,784523868694253569,female,United States of America,,
Katie Arrington,karringtonsc,2009-03-19T00:00:00Z,25375137,female,United States of America,katie4sc,Republican Party
Katie Hill,RepKatieHill,2018-11-29T00:00:00Z,1068273911224094721,female,United States of America,repkatiehill,Democratic Party
Katie Hobbs,secretaryhobbs,2017-02-21T00:00:00Z,834166677579321345,female,United States of America,,Democratic Party
Katie Porter,RepKatiePorter,2019-01-04T00:00:00Z,1081222837459996672,female,United States of America,repkatieporter,Democratic Party
Katrina Shealy,katrinashealy,2010-06-04T00:00:00Z,151908338,female,United States of America,,Republican Party
Kay Bailey Hutchison,kaybaileyhutch,,,female,United States of America,,Republican Party
Kay Granger,RepKayGranger,2010-07-01T00:00:00Z,161743731,female,United States of America,repkaygranger,Republican Party
Kay Ivey,GovernorKayIvey,2009-01-28T00:00:00Z,19668491,female,United States of America,governorkayivey,Republican Party
Kaye Kory,kayekory,2014-06-01T00:00:00Z,2540548986,female,United States of America,,Democratic Party
Kayla Kessinger,KaylaKessinger,,,female,United States of America,,Republican Party
Keisha Lance Bottoms,KeishaBottoms,2011-05-26T00:00:00Z,305818748,female,United States of America,keishabottoms,Democratic Party
Keith Ellison,KeithEllison,2008-03-12T00:00:00Z,14135426,male,United States of America,,Democratic Party
Keith Ellison,KeithEllison,2008-03-12T00:00:00Z,14135426,male,United States of America,,Minnesota Democratic–Farmer–Labor Party
Keith Rothfus,KeithRothfus,2013-02-06T00:00:00Z,1155212191,male,United States of America,,Republican Party
Kelda Roys,keldahelenroys,2009-11-24T00:00:00Z,92354626,female,United States of America,,Democratic Party
Kelli Ward,kelliwardaz,2011-08-21T00:00:00Z,359403242,female,United States of America,kelliwardaz,Republican Party
Kelli Ward,kelliwardaz,2011-08-21T00:00:00Z,359403242,female,United States of America,kelliwardaz,Arizona Republican Party
Kelly Ayotte,KellyAyotte,2010-12-22T00:00:00Z,229592356,female,United States of America,,Republican Party
Kelly Loeffler,kloeffler,2009-04-07T00:00:00Z,29495695,female,United States of America,kloefflerga,Republican Party
Kelly M. Armstrong,Armstrong_ND,2019-01-02T00:00:00Z,1080515866255593472,male,United States of America,,Republican Party
Kelly M. Armstrong,Armstrong_ND,2018-02-17T00:00:00Z,964996994623311874,male,United States of America,,Republican Party
Kelly M. Armstrong,RepArmstrongND,2019-01-02T00:00:00Z,1080515866255593472,male,United States of America,,Republican Party
Kelly M. Armstrong,RepArmstrongND,2018-02-17T00:00:00Z,964996994623311874,male,United States of America,,Republican Party
Kelly Schmidt,kekschmidt,2011-02-06T00:00:00Z,248402368,female,United States of America,,Republican Party
Kelly Schmidt,kekschmidt,2011-02-06T00:00:00Z,248402368,female,United States of America,,North Dakota Republican Party
Kellyanne Conway,KellyannePolls,2012-01-22T00:00:00Z,471672239,female,United States of America,,Republican Party
Ken Blackwell,kenblackwell,2008-12-09T00:00:00Z,17993620,male,United States of America,,Republican Party
Ken Block,KenBlockRI,2009-10-09T00:00:00Z,81255206,male,United States of America,,Moderate Party of Rhode Island
Ken Buck,RepKenBuck,2014-11-05T00:00:00Z,2862577383,male,United States of America,repkenbuck,Republican Party
Ken Buck,RepKenBuck,2014-11-05T00:00:00Z,2862577383,male,United States of America,repkenbuck,Republican Party
Ken Calvert,KenCalvert,2009-03-02T00:00:00Z,22545491,male,United States of America,repkencalvert,Republican Party
Ken Paxton,kenpaxtontx,2009-06-09T00:00:00Z,45840174,male,United States of America,,Republican Party
Ken Salazar,kensalazar,2013-01-23T00:00:00Z,1112972713,male,United States of America,,Democratic Party
Ken Stolle,kenstolle,2009-07-12T00:00:00Z,56256477,male,United States of America,,Republican Party
Kendra Horn,hornforcongress,2017-06-30T00:00:00Z,880850093548687360,female,United States of America,kendrahornforcongress,Democratic Party
Kendra Horn,RepKendraHorn,2017-06-30T00:00:00Z,880850093548687360,female,United States of America,kendrahornforcongress,Democratic Party
Kendra Horn,hornforcongress,2019-01-09T00:00:00Z,1083019402046513152,female,United States of America,kendrahornforcongress,Democratic Party
Kendra Horn,RepKendraHorn,2019-01-09T00:00:00Z,1083019402046513152,female,United States of America,kendrahornforcongress,Democratic Party
Kenneth Mapp,governormapp,2015-05-15T00:00:00Z,3196634042,male,United States of America,,independent politician
Kenny Marchant,RepKenMarchant,2009-03-12T00:00:00Z,23976316,male,United States of America,,Republican Party
Kent Conrad,KentConrad,2010-07-02T00:00:00Z,162113704,male,United States of America,,Democratic Party
Kevin Brady,RepKevinBrady,2009-02-02T00:00:00Z,19926675,male,United States of America,repkevinbrady,Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,repkevincramer,Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,repkevincramer,Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,repkevincramer,North Dakota Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,repkevincramer,North Dakota Republican Party
Kevin Faulconer,Kevin_Faulconer,2009-06-18T00:00:00Z,48534208,male,United States of America,,Republican Party
Kevin Hern,repkevinhern,2018-11-28T00:00:00Z,1067818539179024386,male,United States of America,,Republican Party
Kevin McCarthy,gopleader,2009-01-29T00:00:00Z,19739126,male,United States of America,repkevinmccarthy,Republican Party
Kevin Parker,SenatorParker,2008-12-03T00:00:00Z,17845781,male,United States of America,,Democratic Party
Kevin Stitt,GovStitt,,,male,United States of America,,Republican Party
Kevin Stitt,GovStitt,2017-05-18T00:00:00Z,865210877678686208,male,United States of America,,Republican Party
Kevin Yoder,RepKevinYoder,,,male,United States of America,repkevinyoder,Republican Party
Kevin de León,kdeleon,2009-04-13T00:00:00Z,30815935,male,United States of America,,Democratic Party
Kiki Curls,kikicurls,2009-04-10T00:00:00Z,30384520,female,United States of America,,Democratic Party
Kim Coco Iwamoto,votekimcoco,2017-11-04T00:00:00Z,926994923852664832,transgender female,United States of America,votekimcoco,
Kim Foxx,SAKimFoxx,2017-02-25T00:00:00Z,835541253601308672,female,United States of America,kim_foxx,Democratic Party
Kim Reynolds,KimReynoldsIA,,,female,United States of America,kimreynoldsia,Republican Party
Kim Schrier,RepKimSchrier,2019-01-02T00:00:00Z,1080462532815532032,female,United States of America,,Democratic Party
Kim Wyman,KimWyman12,2011-06-29T00:00:00Z,326408771,female,United States of America,,Republican Party
Kionne L. McGhee,kionnemcghee,2009-04-18T00:00:00Z,32820923,male,United States of America,,Democratic Party
Kirk Caldwell,MayorKirkHNL,,,male,United States of America,mayorkirkhnl,Democratic Party
Kirk Watson,kirkpwatson,2010-01-07T00:00:00Z,102792727,male,United States of America,kirkpwatson,Democratic Party
Kirsten Gillibrand,SenGillibrand,2009-09-07T00:00:00Z,72198806,female,United States of America,kirstengillibrand,Democratic Party
Kristi Noem,govkristinoem,2011-01-07T00:00:00Z,235251868,female,United States of America,repkristinoem,Republican Party
Kristina Keneally,KKeneally,2009-01-12T00:00:00Z,18925120,female,United States of America,senatorkeneally,Australian Labor Party
Krystal Ball,krystalball,2009-02-25T00:00:00Z,21862217,female,United States of America,krystalmball,Democratic Party
Kshama Sawant,cmkshama,2014-01-03T00:00:00Z,2274777314,female,India,cm.kshama,Socialist Alternative
Kurt Daudt,kdaudt,2008-09-02T00:00:00Z,16100125,male,United States of America,,Republican Party
Kurt Schrader,RepSchrader,2009-02-10T00:00:00Z,20545793,male,United States of America,,Democratic Party
Kwame Raoul,kwameraoul,2011-01-16T00:00:00Z,239211082,male,United States of America,,Democratic Party
Kylie Oversen,KylieOversen,2012-07-02T00:00:00Z,624883838,female,United States of America,kylie_oversen,Democratic Party
Kyrsten Sinema,SenatorSinema,2013-01-11T00:00:00Z,1080844782,female,United States of America,repsinema,Democratic Party
LaToya Cantrell,mayorcantrell,2018-05-03T00:00:00Z,992056970248183808,female,United States of America,mayorcantrell,Democratic Party
Lamar Alexander,SenAlexander,2009-09-23T00:00:00Z,76649729,male,United States of America,senlamaralexander,Republican Party
Lamar S. Smith,LamarSmithTX21,2008-08-14T00:00:00Z,15856366,male,United States of America,,Republican Party
Lamont Bagby,delegatebagby,2009-12-11T00:00:00Z,96161390,male,United States of America,,Democratic Party
Lance Gooden,Lancegooden,2018-08-13T00:00:00Z,1029094268542099457,male,United States of America,,Republican Party
Larry Bucshon,RepLarryBucshon,2011-01-06T00:00:00Z,234812598,male,United States of America,,Republican Party
Larry Farnese,larryfarnese,2012-01-18T00:00:00Z,467208985,male,United States of America,larry_farnese,Democratic Party
Larry Hogan,LarryHogan,2011-04-10T00:00:00Z,280121510,male,United States of America,larryhogan,Republican Party
Larry Pratt,larrypratt,2008-12-17T00:00:00Z,18206234,male,United States of America,,Republican Party
Larry Pratt,larrypratt,2008-12-17T00:00:00Z,18206234,male,United States of America,,Constitution Party
Larry Pressler,larrypressler,2014-03-14T00:00:00Z,2389851715,male,United States of America,,Republican Party
Lashrecse Aird,delegateaird,2016-07-07T00:00:00Z,751075331801485313,female,United States of America,,Democratic Party
Laura Bush,laurawbush,2010-04-09T00:00:00Z,131204770,female,United States of America,,Republican Party
Laura Kelly,GovLauraKelly,2018-09-13T00:00:00Z,1040058893907513344,female,United States of America,govlaurakelly,Democratic Party
Lauren Cheape,laurencheape,,,female,United States of America,,Republican Party
Lauren Underwood,LUnderwood630,,,female,United States of America,,Democratic Party
Lawrence Lessig,lessig,2007-12-20T00:00:00Z,11388132,male,United States of America,,Democratic Party
Lawrence Summers,LHSummers,2011-01-10T00:00:00Z,236526490,male,United States of America,,Democratic Party
Lea Whitford,WhitfordLea,2013-10-04T00:00:00Z,1935131730,female,United States of America,,Democratic Party
Leah Vukmir,LeahVukmir,2009-04-05T00:00:00Z,28946201,female,United States of America,,Republican Party
Lee J. Carter,carterforva,2016-01-31T00:00:00Z,4842843378,male,United States of America,,Democratic Party
Lee Zeldin,RepLeeZeldin,2014-08-20T00:00:00Z,2750127259,male,United States of America,,Republican Party
Len Suzio,senatorsuzio,2011-10-12T00:00:00Z,389630751,male,United States of America,,Republican Party
Lena Taylor,SenTaylor,2009-07-07T00:00:00Z,54635428,female,United States of America,,Democratic Party
Leonard Lance,RepLanceNJ7,2012-06-20T00:00:00Z,613725908,male,United States of America,,Republican Party
Les Adams,LesAdamsVA,2013-04-11T00:00:00Z,1345917452,male,United States of America,,Republican Party
Lesley Cohen,Cohen4AD29,2013-12-15T00:00:00Z,2247906445,female,United States of America,,Democratic Party
Leslie Feinberg,lesliefeinberg,,,transgender female,United States of America,,Workers World Party
Leslie Munger,LeslieMungerIL,2015-01-09T00:00:00Z,2969913886,female,United States of America,,Republican Party
Leslie Rutledge,LeslieRutledge,2009-02-13T00:00:00Z,20776505,female,United States of America,,Republican Party
Letitia James,TishJames,2009-04-03T00:00:00Z,28502793,female,United States of America,tishjames2018,Democratic Party
Letitia James,TishJames,2009-04-03T00:00:00Z,28502793,female,United States of America,tishjames2018,Working Families Party
Levar Stoney,LevarStoney,2010-02-10T00:00:00Z,113191401,male,United States of America,,Democratic Party
Libby Schaaf,LibbySchaaf,2013-12-02T00:00:00Z,2227281840,female,United States of America,libbyschaaf,Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,lina4hc,Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,lina4hc,Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,lina4hc,Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,lina4hc,Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,lina4hc,Texas Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,lina4hc,Texas Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,lina4hc,Texas Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,lina4hc,Texas Democratic Party
Lincoln Chafee,lincolnchafee,2009-11-13T00:00:00Z,89781370,male,United States of America,lincchafee,Democratic Party
Linda Coleman,LindaForNC,2012-02-10T00:00:00Z,488560862,female,United States of America,,Democratic Party
Linda McMahon,Linda_McMahon,2009-08-13T00:00:00Z,65522706,female,United States of America,,Republican Party
Linda McMahon,Linda_McMahon,2009-08-13T00:00:00Z,65522706,female,United States of America,,Connecticut Republican Party
Linda Sánchez,replindasanchez,2011-06-06T00:00:00Z,312134473,female,United States of America,replindasanchez,Democratic Party
Lindsey Graham,LindseyGrahamSC,2011-12-09T00:00:00Z,432895323,male,United States of America,lindseygrahamsc,Republican Party
Lisa Blunt Rochester,LisaBRochester,2015-10-26T00:00:00Z,4049197462,female,United States of America,,Democratic Party
Lisa Borders,WNBAPrez,2018-10-17T00:00:00Z,1052606242898804738,female,United States of America,,
Lisa Brown,lisa4congress,2019-03-26T00:00:00Z,1110437704230207488,female,United States of America,,Democratic Party
Lisa Murkowski,lisamurkowski,2008-12-11T00:00:00Z,18061669,female,United States of America,senlisamurkowski,Republican Party
Lisa P. Jackson,lisapjackson,2013-02-15T00:00:00Z,1182675871,female,United States of America,,Democratic Party
Liu Gang,LiuGang8964,2010-11-07T00:00:00Z,212849570,male,People's Republic of China,,
Liz Malia,replizmalia,,,female,United States of America,,Democratic Party
Lizzie Pannill Fletcher,RepFletcher,2018-12-21T00:00:00Z,1075904377221722113,female,United States of America,repfletcher,Democratic Party
Lloyd Doggett,RepLloydDoggett,2010-06-09T00:00:00Z,153944899,male,United States of America,replloyddoggett,Democratic Party
Lloyd Smucker,RepSmucker,2009-05-20T00:00:00Z,41417564,male,United States of America,,Republican Party
Lois Capps,RepLoisCapps,2011-05-04T00:00:00Z,292990703,female,United States of America,,Democratic Party
Lois Frankel,RepLoisFrankel,2013-01-10T00:00:00Z,1077121945,female,United States of America,reploisfrankel,Democratic Party
London Breed,londonbreed,2014-12-12T00:00:00Z,2927379996,female,United States of America,londonbreed,Democratic Party
Loretta Lynch,LorettaLynch,2017-01-30T00:00:00Z,826086636979122177,female,United States of America,,Democratic Party
Loretta Sanchez,LorettaSanchez,2010-01-25T00:00:00Z,108376246,female,United States of America,,Democratic Party
Lori Ehrlich,RepLoriEhrlich,,,female,United States of America,,Democratic Party
Lori Lightfoot,LightfootForChi,,,female,United States of America,lightfootforchi,Democratic Party
Lori Trahan,RepLoriTrahan,2018-12-31T00:00:00Z,1079802482640019456,female,United States of America,,Democratic Party
Lorraine Cortés-Vázquez,LorraineCortesV,2011-07-27T00:00:00Z,343513430,female,United States of America,,Democratic Party
Lou Barletta,RepLouBarletta,2011-01-18T00:00:00Z,239871673,male,United States of America,,Republican Party
Lou Correa,reploucorrea,2017-01-02T00:00:00Z,815985039485837312,male,United States of America,reploucorrea,Democratic Party
Lou Correa,reploucorrea,2017-01-02T00:00:00Z,815985039485837312,male,United States of America,reploucorrea,Democratic Party
Lou Leon Guerrero,magahagaguam,,,female,United States of America,,Democratic Party of Guam
Louie Gohmert,RepLouieGohmert,2009-02-26T00:00:00Z,22055226,male,United States of America,replouiegohmert,Republican Party
Louise Lucas,SenLouiseLucas,2011-02-10T00:00:00Z,250185710,female,United States of America,,Democratic Party
Louise Slaughter,louiseslaughter,2009-08-05T00:00:00Z,63169388,female,United States of America,louisemslaughter,Democratic Party
Lucille Roybal-Allard,RepRoybalAllard,2012-01-31T00:00:00Z,479872233,female,United States of America,reproybalallard,Democratic Party
Lucy McBath,RepLucyMcBath,2019-01-07T00:00:00Z,1082380458976051202,female,United States of America,,Democratic Party
Luis Gutiérrez,LuisGutierrez,2011-06-22T00:00:00Z,322013313,male,United States of America,,Democratic Party
Luke Messer,RepLukeMesser,,,male,United States of America,,Republican Party
Luke Ravenstahl,luke_ravenstahl,,,male,United States of America,,Democratic Party
Luke Torian,DelegateTorian,2017-09-25T00:00:00Z,912468145570504705,male,United States of America,,Democratic Party
Lupe Valdez,LupeValdez,2012-06-13T00:00:00Z,607721548,female,United States of America,,Democratic Party
Luther Strange,SenatorStrange,2017-02-09T00:00:00Z,829794295355940866,male,United States of America,,Republican Party
Lyda Krewson,LydaKrewson,,,female,United States of America,lydakrewsonstl,Democratic Party
Lydia Lavelle,lydialavelle,2013-09-05T00:00:00Z,1733402702,female,United States of America,,
Lyndon Carlson,RepCarlson,2017-02-28T00:00:00Z,836623463230156800,male,United States of America,,Democratic Party
Lyndon Carlson,RepCarlson,2017-02-28T00:00:00Z,836623463230156800,male,United States of America,,Minnesota Democratic–Farmer–Labor Party
Lynn Jenkins,RepLynnJenkins,,t2086248539,female,United States of America,replynnjenkins,Republican Party
Lynn Westmoreland,RepWestmoreland,,t2086306000,male,United States of America,,Republican Party
Lynne Patton,LynnePatton,2009-03-19T00:00:00Z,25413556,female,United States of America,lynnepatton,Republican Party
Lynne Patton,LynnePattonHUD,2009-03-19T00:00:00Z,25413556,female,United States of America,lynnepatton,Republican Party
Lynne Patton,LynnePatton,2017-01-31T00:00:00Z,826404252272693248,female,United States of America,lynnepatton,Republican Party
Lynne Patton,LynnePattonHUD,2017-01-31T00:00:00Z,826404252272693248,female,United States of America,lynnepatton,Republican Party
Mac Schneider,mac4northdakota,2017-06-25T00:00:00Z,879127520423096320,male,United States of America,,Democratic Party
Mac Thornberry,MacTXPress,2011-09-21T00:00:00Z,377534571,male,United States of America,,Republican Party
Macon Phillips,IIPCoordinator,2010-02-02T00:00:00Z,110823581,male,United States of America,,Democratic Party
Madeleine Albright,madeleine,2013-08-28T00:00:00Z,1707321486,female,Czech Republic,,Democratic Party
Madeleine Dean,MadeleineDean,2012-04-30T00:00:00Z,567508925,female,United States of America,,Democratic Party
Madeleine Dean,MadeleineDean,2017-11-29T00:00:00Z,935717078966964228,female,United States of America,,Democratic Party
Madeleine Dean,MadeleineDean,,t2103615748,female,United States of America,,Democratic Party
Madeleine Dean,RepDean,2012-04-30T00:00:00Z,567508925,female,United States of America,,Democratic Party
Madeleine Dean,RepDean,2017-11-29T00:00:00Z,935717078966964228,female,United States of America,,Democratic Party
Madeleine Dean,RepDean,,t2103615748,female,United States of America,,Democratic Party
Madeleine M. Kunin,MadeleineKunin,2012-01-16T00:00:00Z,465807944,female,Switzerland,,Democratic Party
Madeline Rogero,Mayorrogero,2011-12-14T00:00:00Z,437198530,female,United States of America,,Democratic Party
Madison Cawthorn,CawthornforNC,,,male,United States of America,,Republican Party
Maggie Hassan,maggie_hassan,2011-08-24T00:00:00Z,361569788,female,United States of America,,Democratic Party
Maggie Hassan,SenatorHassan,2011-08-24T00:00:00Z,361569788,female,United States of America,,Democratic Party
Maggie Hassan,maggie_hassan,2012-11-13T00:00:00Z,946549322,female,United States of America,,Democratic Party
Maggie Hassan,SenatorHassan,2012-11-13T00:00:00Z,946549322,female,United States of America,,Democratic Party
Mahlon Mitchell,MahlonMitchell,2011-07-11T00:00:00Z,333150431,male,United States of America,,Democratic Party
Malcolm Smith,MalcSmitty,2010-03-06T00:00:00Z,120550155,male,United States of America,,Democratic Party
Malia Cohen,MaliaCohen,2009-11-30T00:00:00Z,93744888,female,United States of America,malia.cohen,Democratic Party
Mallory Hagan,ItsMalloryHagan,2013-09-02T00:00:00Z,1723362865,female,United States of America,,
Marc Elrich,Marc_Elrich,,,male,United States of America,marc.elrich,Democratic Party
Marc Miller,MarcMillerVM,2013-09-19T00:00:00Z,1882871270,male,Canada,marcmillervillemarie,Liberal Party of Canada
Marc R. Pacheco,MarcRPacheco,,,male,United States of America,,Democratic Party
Marc Veasey,RepVeasey,2013-01-09T00:00:00Z,1074129612,male,United States of America,repveasey,Democratic Party
Marcia Fudge,mlfudge,2010-06-08T00:00:00Z,153486399,female,United States of America,repmarciafudge,Democratic Party
Marcia Fudge,RepMarciaFudge,2010-06-08T00:00:00Z,153486399,female,United States of America,repmarciafudge,Democratic Party
Marcia Fudge,mlfudge,2009-01-09T00:00:00Z,18829123,female,United States of America,repmarciafudge,Democratic Party
Marcia Fudge,RepMarciaFudge,2009-01-09T00:00:00Z,18829123,female,United States of America,repmarciafudge,Democratic Party
Marco Rubio,marcorubio,2008-08-05T00:00:00Z,15745368,male,United States of America,marcorubiofla,Republican Party
Marcos Devers,MarcosDevers,,,male,Dominican Republic,,Democratic Party
Marcus Molinaro,marcmolinaro,2008-11-24T00:00:00Z,17581393,male,United States of America,marcmolinarony,Republican Party
Marcus Simon,marcussimon,2008-04-21T00:00:00Z,14466551,male,United States of America,,Democratic Party
Marcy Kaptur,RepMarcyKaptur,2012-05-15T00:00:00Z,581141508,female,United States of America,repmarcykaptur,Democratic Party
Margaret Ransone,MargaretRansone,2014-08-19T00:00:00Z,2746183652,female,United States of America,,Republican Party
Maria Cantwell,SenatorCantwell,2010-02-25T00:00:00Z,117501995,female,United States of America,,Democratic Party
Maria Chappelle-Nadal,MariaChappelleN,2009-10-16T00:00:00Z,83039463,female,United States of America,,Democratic Party
Maria Walsh,MariaWalshEU,2015-06-29T00:00:00Z,3350861938,female,United States of America,honorawalsh,Fine Gael
Maria Walsh,MariaWalshEU,2015-06-29T00:00:00Z,3350861938,female,United States of America,mariawalsheu,Fine Gael
Marianne Williamson,marwilliamson,2009-02-21T00:00:00Z,21522338,female,United States of America,mariannewilliamson,Democratic Party
Mariannette Miller-Meeks,millermeeks,2008-12-14T00:00:00Z,18131106,female,United States of America,,Republican Party of Iowa
Marie Harf,marieharf,2010-05-24T00:00:00Z,147657476,female,United States of America,,
Marie Waldron,MarieWaldron75,2009-02-04T00:00:00Z,20078631,female,United States of America,,Republican Party
Marie Waldron,MarieWaldron75,2009-02-04T00:00:00Z,20078631,female,United States of America,,California Republican Party
Mario Díaz-Balart,MarioDB,2009-05-01T00:00:00Z,37094727,male,United States of America,repmariodb,Republican Party
Mario Díaz-Balart,MarioDB,2009-05-01T00:00:00Z,37094727,male,United States of America,repmariodb,Democratic Party
Mark Amodei,MarkAmodeiNV2,2011-11-01T00:00:00Z,402719755,male,United States of America,markamodeinv2,Republican Party
Mark Begich,MarkBegich,2008-04-10T00:00:00Z,14354562,male,United States of America,,Democratic Party
Mark Cole,MarkColeVA,2013-08-27T00:00:00Z,1706107621,male,United States of America,,Republican Party
Mark Cuban,mcuban,2008-09-10T00:00:00Z,16228398,male,United States of America,,
Mark D. Sickles,MarkSicklesVA,2008-12-03T00:00:00Z,17846914,male,United States of America,,Democratic Party
Mark Dayton,govmarkdayton,2010-11-16T00:00:00Z,216481299,male,United States of America,,Democratic Party
Mark Dayton,govmarkdayton,2010-11-16T00:00:00Z,216481299,male,United States of America,,Minnesota Democratic–Farmer–Labor Party
Mark DeSaulnier,RepDeSaulnier,2015-01-08T00:00:00Z,2968007206,male,United States of America,repdesaulnier,Republican Party
Mark DeSaulnier,RepDeSaulnier,2015-01-08T00:00:00Z,2968007206,male,United States of America,repdesaulnier,Democratic Party
Mark DeSaulnier,RepDeSaulnier,2015-01-08T00:00:00Z,2968007206,male,United States of America,repdesaulnier,California Democratic Party
Mark Everson,markforamerica,2015-01-25T00:00:00Z,2998799499,male,United States of America,markforamerica,Republican Party
Mark Farrell,MarkFarrellSF,2009-02-23T00:00:00Z,21719692,male,United States of America,,Democratic Party
Mark Green,RepMarkGreen,2019-01-02T00:00:00Z,1080477288955826176,male,United States of America,,Republican Party
Mark Harris,markharrisnc9,2013-09-19T00:00:00Z,1884515737,male,United States of America,,Republican Party
Mark Hutchison,Hutch4Nevada,2012-01-10T00:00:00Z,460768322,male,United States of America,,Republican Party
Mark Johnson,Rep_MarkJohnson,2010-04-08T00:00:00Z,130926441,male,United States of America,,Republican Party
Mark Keam,MarkKeam,2008-09-03T00:00:00Z,16118322,male,South Korea,,Democratic Party
Mark Kelly,CaptMarkKelly,,,male,United States of America,shuttlecdrkelly,Democratic Party
Mark Kelly,CaptMarkKelly,,,male,United States of America,shuttlecdrkelly,Democratic Party
Mark Kirk,SenatorKirk,2010-11-03T00:00:00Z,211588974,male,United States of America,senatorkirk,Republican Party
Mark Leno,MarkLeno,2009-04-13T00:00:00Z,31035182,male,United States of America,marklenoformayor,Democratic Party
Mark Mallory,mayormallory,2009-03-07T00:00:00Z,23250787,male,United States of America,,Democratic Party
Mark Pocan,RepMarkPocan,2013-02-21T00:00:00Z,1206227149,male,United States of America,repmarkpocan,Democratic Party
Mark Randall Meadows,RepMarkMeadows,2018-03-17T00:00:00Z,975198558461800449,male,France,repmarkmeadows,Republican Party
Mark Romanchuk,RepRomanchuk,,,male,United States of America,,Republican Party
Mark Rozzi,RepRozzi,2012-11-28T00:00:00Z,976513639,male,United States of America,,Democratic Party
Mark Sanford,RepSanfordSC,2013-06-11T00:00:00Z,1499993378,male,United States of America,marksanford,Republican Party
Mark Smith,marksmithiowa,2013-09-11T00:00:00Z,1854639792,male,United States of America,,Democratic Party
Mark Smith,marksmithiowa,2013-09-11T00:00:00Z,1854639792,male,United States of America,,Iowa Democratic Party
Mark Takai,RepMarkTakai,2015-01-12T00:00:00Z,2975350155,male,United States of America,repmarktakai,Democratic Party
Mark Takano,RepMarkTakano,2012-12-26T00:00:00Z,1037321378,male,United States of America,repmarktakano,Democratic Party
Mark Udall,MarkUdall,2007-08-11T00:00:00Z,8128442,male,United States of America,,Democratic Party
Mark Walker,RepMarkWalker,2015-01-07T00:00:00Z,2966205003,male,United States of America,repmarkwalker,Republican Party
Mark Warner,MarkWarner,2007-07-12T00:00:00Z,7429102,male,United States of America,senatorwarner,Democratic Party
Mark Weinberger,Mark_Weinberger,2012-12-17T00:00:00Z,1018795410,male,United States of America,,
